time,latitude,longitude,altitude,timestamp,horizontal_accuracy,vertical_accuracy,speed,course
2018-11-20 20:56:39,34.58673095703125,136.53554486356194,9.148468017578125,1542714954.2379088,65.0,10.0,-1.0,-1.0
